#,"By agreeing to take part in this survey, you confirm that you have read, understood and agreed with the following statements. Please note that this survey will skip to the end if you disagree to take part: 
020yzynec712xmojk020yzynd1hjo9pl,1,Female,55 to 59,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9,Better,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,,,,Community or faith group,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",2358564,2022-11-25 09:15:00,2022-11-25 09:22:00,7.000000001862645,2022-11-22,1,E09000009,E02000276,5,Working full-time,False,True,False,57.0,31100.0,0,0,1,1,0.0,1,1,1.0,81.46078799553669,90.2,360.39591854838676
029tb4078h9gvgwasyk029tb49nw0foj,1,Male,55 to 59,No,"Living with other adults that are non-family members, such as friends/ flatmates",7,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,Don't know,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",2592808,2022-11-22 17:39:00,2022-11-22 17:42:00,2.999999999301508,2022-11-22,1,E09000029,E02000852,10,Working full-time,True,False,False,57.0,31100.0,1,1,1,1,1.0,1,1,1.0,64.10579524758313,94.3,454.37736494444397
02y78kl4j38a7uz0y302y78khms0e1gf,1,Male,25 to 29,No,Living with partner/ spouse (NO children or children have left home),9,The same,Some of the time,Some of the time,To some extent,Tend to agree,,,,,None of the above,,Often true,Never true,Never true,No,,No,No,No,No,,1.0,0,0,0.0,,0.0,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,Marginal food security,Renting from private landlord,,Don't know,Don't know,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",6389886,2022-11-28 08:14:00,2022-11-28 08:20:00,5.999999998603016,2022-11-27,1,E09000023,E02000658,2,Working full-time,True,False,False,27.0,68900.0,1,1,1,2,1.0,1,2,1.5,93.94595064593693,84.7,207.79805383471032
03sd4y29v9de5p35f03sllcm7h0517jn,1,Female,60 to 64,No,Living with partner/ spouse (NO children or children have left home),10,Much better,Some of the time,Some of the time,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,1 or 2 months,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,,Some months but not every month,,,,Retired,,,,,"£14,901- £24,300 p.a.",2199592,2022-11-27 12:47:00,2022-11-27 12:51:00,4.000000002561137,2022-11-27,1,E09000002,E02000020,3,Retired,False,False,True,62.0,19600.0,1,1,2,2,1.0,2,2,2.0,96.13295824831053,91.4,419.7221256038647
04d9wzjtjml0j0wapn3o9904d9wzjlm7,1,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),3,The same,Often,Often,To some extent,Tend to agree,,Neighbours,,,,,Often true,Sometimes true,Sometimes true,Yes,Only 1 or 2 months,Yes,Yes,No,Yes,,1.0,1,1,1.0,0.0,1.0,1.0,0.0,1.0,,7,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,B,Don't know,Almost every month,Some months but not every month,Some months but not every month,1,15.0,0,1,1,1,1,1,0,0,1,Low fuel-security,4,Almost every month,Some months but not every month,Some months but not every month,,,Unemployed,,,,,,"£14,901- £24,300 p.a.",5553634,2022-11-22 15:34:00,2022-11-22 15:49:00,15.00000000698492,2022-11-22,1,E09000028,E02000816,4,Unemployed,True,False,False,32.0,19600.0,2,2,1,2,2.0,1,2,1.5,112.89535525791995,60.3,348.3833698765427
04xig3ylhz6gt9vvrnr5904xig3ylw0y,1,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),7,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,,,Close family or friends,,,,Never true,Never true,Sometimes true,No,,No,No,No,No,,0.0,0,1,0.0,,0.0,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,Marginal food security,Renting from private landlord,,Don't know,No,Never,1 or 2 months,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,1 or 2 months,1 or 2 months,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",2825426,2022-11-22 15:54:00,2022-11-22 15:57:00,2.999999999301508,2022-11-22,1,E09000025,E02000750,8,Working full-time,True,False,False,32.0,48400.0,0,0,2,1,0.0,2,1,1.5,102.94920578921285,68.60000000000001,302.48878647349784
05m7eizbsj93i1y6a05m7ei676f2bjn2,1,Female,20 to 24,No,"Living with other adults that are non-family members, such as friends/ flatmates",6,The same,Often,Often,To some extent,Tend to disagree,,Neighbours,Close family or friends,,,,Sometimes true,Sometimes true,Often true,Yes,Some months but not every month,Yes,Yes,No,No,,1.0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,,7,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,B,Yes,Some months but not every month,Some months but not every month,Some months but not every month,0,,0,0,1,1,1,0,0,0,0,Low fuel-security,3,Almost every month,Almost every month,Some months but not every month,,Working part-time,,,,,Student,,"£14,901- £24,300 p.a.",5814492,2022-11-27 12:49:00,2022-11-27 12:55:00,5.999999998603016,2022-11-27,1,E09000030,E02000880,4,Working part-time,True,False,False,22.0,19600.0,2,2,1,1,2.0,1,1,1.0,106.55418799829552,71.6,219.03711217646998
06k2u24j6epnm4yfaafhq206k2u24js6,1,Female,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",7,Much better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Sometimes true,No,,No,No,No,No,,0.0,0,1,0.0,,0.0,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,Marginal food security,Buying the house on a mortgage,,Don't know,No,Never,Some months but not every month,Never,0,,0,0,0,1,0,0,0,0,0,Marginal fuel-security,1,Almost every month,Never,Never,Working full-time,,,,,,,,Prefer not to say,2636667,2022-11-22 17:18:00,2022-11-22 17:21:00,2.999999999301508,2022-11-22,1,E09000022,E02000637,4,Working full-time,False,False,True,27.0,,0,0,2,2,0.0,2,2,2.0,107.01926113040733,88.5,253.40198487116533
06or1d3m9fzlts2ph0206or1fgb3tojn,1,Male,25 to 29,No,Living with partner/ spouse (NO children or children have left home),8,Much better,Some of the time,Hardly ever or never,To some extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,Yes,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",6574621,2022-11-23 13:25:00,2022-11-23 13:31:00,5.999999998603016,2022-11-22,1,E09000014,E02000404,4,Working full-time,True,False,False,27.0,31100.0,1,0,1,0,0.5,1,0,0.5,110.31084588034891,73.8,246.15585895575154
06yngllxu1mxe3to806ynglepeqoovz6,1,Female,55 to 59,No,Living with partner/ spouse (NO children or children have left home),9,Much better,Hardly ever or never,Hardly ever or never,Not at all,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,,Working part-time,,,,,,,"More than £58,900 p.a.",1443061,2022-11-27 13:09:00,2022-11-27 13:13:00,3.999999992083758,2022-11-27,1,E09000001,E02000001,10,Working part-time,False,False,True,57.0,68900.0,0,0,0,0,0.0,0,0,0.0,633.9355852317361,7.199999999999999,277.90590445674144
07dvjz2l3tt3pstao007dvjzns4mzwcq,1,Male,65 to 69,No,"Living with other adults that are non-family members, such as friends/ flatmates",10,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,1 or 2 months,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Some months but not every month,,Almost every month,,,,Retired,,,,,"£14,901- £24,300 p.a.",5035532,2022-11-25 09:12:00,2022-11-25 09:18:00,5.999999998603016,2022-11-22,1,E09000028,E02000810,3,Retired,False,False,True,67.0,19600.0,0,0,1,1,0.0,1,1,1.0,112.89535525791995,67.2,213.7486822868523
07f6xdfvyh4qsum2km07fwo8xhafi0gi,1,Male,55 to 59,Yes,Living on my own (NO children or children have left home),4,Worse,Some of the time,Often,Not at all,Definitely disagree,,,,,None of the above,,Sometimes true,Never true,Often true,Yes,Some months but not every month,Yes,No,No,No,,1.0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,,5,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,B,Yes,1 or 2 months,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,Never,Almost every month,,,Unemployed,,,,,,"Less than £14,900 p.a.",1617721,2022-11-23 15:32:00,2022-11-23 15:37:00,4.999999995343387,2022-11-22,0,E09000010,E02000303,1,Unemployed,True,False,False,57.0,12000.0,1,2,0,0,1.5,0,0,0.0,92.56137264603299,84.7,263.6121209290318
0815vr8ry8ya84fdr730815vr8u80tdb,1,Female,45 to 49,Yes,Living on my own (NO children or children have left home),8,Much better,Some of the time,Some of the time,To some extent,Definitely disagree,,,Close family or friends,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,9,,,,,,,,,,,,,,,,,,,,Very low food security,Renting from private landlord,,Don't know,Don't know,Some months but not every month,Some months but not every month,Some months but not every month,0,,0,1,1,1,1,0,0,0,1,Low fuel-security,4,Some months but not every month,Some months but not every month,Never,,,,,Not working- looking after house/ children,,,,Prefer not to say,6468788,2022-11-22 21:56:00,2022-11-22 22:02:00,5.999999998603016,2022-11-22,1,E09000030,E02000867,4,Not working- looking after house/ children,True,False,False,47.0,,1,1,1,0,1.0,1,0,0.5,106.55418799829552,74.6,289.4132509650714
0831vti54xii7bprqm740831v76577az,1,Female,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",10,Much better,Hardly ever or never,Hardly ever or never,To a large extent,Definitely disagree,,,Close family or friends,,,,Sometimes true,Never true,Never true,No,,Yes,No,No,No,,1.0,0,0,0.0,,1.0,0.0,0.0,0.0,,2,,,,,,,,,,,,,,,,,,,,Marginal food security,Renting from private landlord,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,1 or 2 months,Never,,Working part-time,,,,,Student,,Prefer not to say,350934,2022-11-23 06:42:00,2022-11-23 06:47:00,4.999999995343387,2022-11-22,1,E09000030,E02000883,2,Working part-time,True,False,False,27.0,,0,0,2,0,0.0,2,0,1.0,106.55418799829552,72.89999999999999,159.1394041233761
08q21gl34o0smq8lzfz08q5qfg60zy8p,1,Female,35 to 39,No,Living with partner/ spouse (NO children or children have left home),8,The same,Hardly ever or never,Hardly ever or never,To a large extent,Definitely disagree,,,Close family or friends,,,,Never true,Often true,Never true,No,,No,No,No,No,,0.0,1,0,0.0,,0.0,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,Marginal food security,Buying the house on a mortgage,,C,No,Never,1 or 2 months,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Some months but not every month,Never,1 or 2 months,Working full-time,,,,,,,,Prefer not to say,2618255,2022-11-27 13:55:00,2022-11-27 13:58:00,2.999999999301508,2022-11-27,1,E09000029,E02000850,7,Working full-time,False,False,True,37.0,,0,0,2,0,0.0,2,0,1.0,64.10579524758313,94.5,359.0248843785043
0a3r1sz8l0qvpr30a3r9jrcl7sged021,1,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),9,Better,Hardly ever or never,Hardly ever or never,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,C,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,Student,,"More than £58,900 p.a.",5822995,2022-11-22 15:43:00,2022-11-22 15:46:00,2.999999999301508,2022-11-22,1,E09000030,E02000883,2,Working full-time,False,False,True,32.0,68900.0,0,0,2,0,0.0,2,0,1.0,106.55418799829552,72.89999999999999,159.1394041233761
0aj3hhtr8u5pk0a40aj3hhtrh5ebao1o,1,Female,35 to 39,No,Living with partner/ spouse (NO children or children have left home),9,Better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,E,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",6569267,2022-11-27 14:29:00,2022-11-27 14:45:00,15.99999999976717,2022-11-27,1,E09000008,E02000215,6,Working full-time,False,False,True,37.0,68900.0,0,0,2,1,0.0,2,1,1.5,87.80214462188941,74.5,716.0455817901232
0ale3y04rg2bmqymgtzv0alekokgabaq,1,Male,30 to 34,No,"Living with other adults that are non-family members, such as friends/ flatmates",6,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to agree,,,Close family or friends,,,,Never true,Never true,Sometimes true,No,,No,No,No,No,,0.0,0,1,0.0,,0.0,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,Marginal food security,Renting from private landlord,,Don't know,Don't know,Never,Some months but not every month,Never,0,,0,0,0,1,0,0,0,0,0,Marginal fuel-security,1,Never,1 or 2 months,1 or 2 months,,,,,,,Student,,Prefer not to say,6690596,2022-11-22 15:41:00,2022-11-22 15:47:00,5.999999998603016,2022-11-22,1,E09000003,E02000064,3,Student,True,False,False,32.0,,0,0,1,2,0.0,1,2,1.5,71.52628693518058,64.9,438.2215862068965
0b3euqilbt0a2p0b3eu5txdg5eiytw5h,1,Female,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",9,Better,Some of the time,Some of the time,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,E,Yes,Never,1 or 2 months,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,Some months but not every month,Some months but not every month,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",6540883,2022-11-22 18:11:00,2022-11-22 18:16:00,4.999999995343387,2022-11-22,1,E09000013,E02000383,6,Working full-time,True,False,False,27.0,48400.0,1,1,2,2,1.0,2,2,2.0,113.59740385755717,74.4,195.0558594575158
0bvwssy5ooxr4zm9p60bvwssyma3jgbo,1,Female,50 to 54,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Sometimes true,No,,No,No,No,No,,0.0,0,1,0.0,,0.0,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,Marginal food security,Buying the house on a mortgage,,D,No,Some months but not every month,Some months but not every month,Never,0,,0,0,1,1,0,0,0,0,0,Low fuel-security,2,Some months but not every month,Some months but not every month,Almost every month,Working full-time,,,,,,,,Prefer not to say,4596465,2022-11-28 20:09:00,2022-11-28 20:17:00,7.999999994644895,2022-11-27,1,E09000017,E02000503,9,Working full-time,False,False,True,52.0,,1,1,1,1,1.0,1,1,1.0,77.02625332106763,98.0,535.9539143448269
0c09boua7mww0c09byxx1cwrlp5e0brq,1,Female,50 to 54,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,The same,Often,Often,Not at all,Tend to agree,Foodbank,,,,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,9,,,,,,,,,,,,,,,,,,,,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Almost every month,Almost every month,Never,1,120.0,0,0,1,1,0,1,1,0,0,Low fuel-security,3,Almost every month,Almost every month,Almost every month,,,,,,Not working- long term sick or disabled,,,Prefer not to say,4808859,2022-11-22 18:05:00,2022-11-22 18:11:00,6.000000009080395,2022-11-22,1,E09000009,E02000245,2,Not working- long term sick or disabled,False,True,False,52.0,,2,2,0,2,2.0,0,2,1.0,81.46078799553669,65.9,281.64292554777035
0dn82b9n47ay5okdg51v0dn82bq4q8j1,1,Female,55 to 59,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,Better,Some of the time,Often,Not at all,Tend to disagree,,,,,None of the above,,Sometimes true,Never true,Never true,Yes,Only 1 or 2 months,Yes,No,Yes,No,,1.0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,,4,,,,,,,,,,,,,,,,,,,,Low food security,Buying the house on a mortgage,,Don't know,Yes,Some months but not every month,Almost every month,Never,1,48.0,1,1,1,1,0,1,1,1,1,Very low fuel-security,5,Almost every month,Almost every month,Some months but not every month,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",5825086,2022-11-22 17:28:00,2022-11-22 17:33:00,4.999999995343387,2022-11-22,1,E09000025,E02000750,8,Working full-time,False,False,True,57.0,48400.0,1,2,0,1,1.5,0,1,0.5,102.94920578921285,68.60000000000001,302.48878647349784
0e24d2uejtn3p5bc0eyl4leyjgpfqyd2,1,Male,40 to 44,Prefer not to say,"Living with other adults that are non-family members, such as friends/ flatmates",6,Worse,Some of the time,Some of the time,To some extent,Definitely disagree,Foodbank,,,,,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,9,,,,,,,,,,,,,,,,,,,,Very low food security,Temporarily living with friends and/ or family while attempting to find permanent accommodation,,Don't know,Yes,Some months but not every month,1 or 2 months,1 or 2 months,1,50.0,1,0,1,0,0,1,1,1,0,Low fuel-security,3,Some months but not every month,Some months but not every month,Some months but not every month,,,Unemployed,,,,,,Prefer not to say,6244187,2022-11-27 14:21:00,2022-11-27 14:27:00,5.999999998603016,2022-11-27,1,E09000001,E02000001,6,Unemployed,False,False,False,42.0,,1,1,1,0,1.0,1,0,0.5,633.9355852317361,7.199999999999999,277.90590445674144
0eog814857b8hgz90eogfgjqvvb6ip4s,1,Non binary/ other,35 to 39,No,Living on my own (NO children or children have left home),10,The same,Some of the time,Some of the time,To a large extent,Tend to agree,,,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,Don't know,Never,1 or 2 months,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,Almost every month,Some months but not every month,Working full-time,,,,,,,,Prefer not to say,1456524,2022-11-22 17:06:00,2022-11-22 17:10:00,4.000000002561137,2022-11-22,1,E09000028,E02000822,3,Working full-time,False,False,True,37.0,,1,1,2,2,1.0,2,2,2.0,112.89535525791995,57.699999999999996,138.29286937037006
0f5b07424gzi72xj60f5bt9rsb5o3txt,1,Female,30 to 34,No,Living with partner/ spouse (NO children or children have left home),8,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,E,No,Never,Some months but not every month,Never,0,,0,0,0,1,0,0,0,0,0,Marginal fuel-security,1,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",5554352,2022-11-22 15:48:00,2022-11-22 15:52:00,4.000000002561137,2022-11-22,1,E09000012,E02000365,2,Working full-time,True,False,False,32.0,68900.0,0,0,2,2,0.0,2,2,2.0,121.66707436399217,65.7,302.35413115511517
0fkatqwm9bc5juo6n0fkanrhwu841e76,1,Female,20 to 24,No,"Living with other adults that are non-family members, such as friends/ flatmates",7,Worse,Some of the time,Some of the time,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,No,Never,1 or 2 months,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",317113,2022-11-27 14:23:00,2022-11-27 14:27:00,3.999999992083758,2022-11-27,1,E09000032,E02000937,10,Working full-time,True,False,False,22.0,68900.0,1,1,2,0,1.0,2,0,1.0,75.0126002708299,94.5,278.4041501317825
